[DEBUG Mar  7 20:26:13.577951784, defaults.go:273] Args: [state activate --default Walfred-MA/Perl-5.34.0-Windows]
[DEBUG Mar  7 20:26:19.994838988, errs.go:75] Wrapped error: <nil> -- with: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.994863272, errs.go:75] Wrapped error: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet. -- with: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.994888217, errs.go:68] Created error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.994912457, errs.go:75] Wrapped error: <nil> -- with: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.994935924, errs.go:75] Wrapped error: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet. -- with: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.994971876, errs.go:68] Created error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.994996903, errs.go:75] Wrapped error: <nil> -- with: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.995021617, errs.go:75] Wrapped error: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet. -- with: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.995049076, errs.go:68] Created error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.995072468, errs.go:75] Wrapped error: <nil> -- with: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.995095816, errs.go:75] Wrapped error: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet. -- with: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.995118430, errs.go:68] Created error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.995142478, errs.go:75] Wrapped error: <nil> -- with: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.995165018, errs.go:75] Wrapped error: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet. -- with: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.995190898, errs.go:68] Created error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.995215527, errs.go:75] Wrapped error: <nil> -- with: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.995238373, errs.go:75] Wrapped error: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet. -- with: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.995263593, errs.go:68] Created error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.995287543, errs.go:75] Wrapped error: <nil> -- with: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.995312230, errs.go:75] Wrapped error: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet. -- with: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.995334668, errs.go:68] Created error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.995365899, errs.go:75] Wrapped error: <nil> -- with: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.995392084, errs.go:75] Wrapped error: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet. -- with: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.995422113, errs.go:68] Created error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.995448116, errs.go:75] Wrapped error: <nil> -- with: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.995470511, errs.go:75] Wrapped error: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet. -- with: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.995491960, errs.go:68] Created error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.995518647, errs.go:75] Wrapped error: <nil> -- with: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.995542583, errs.go:75] Wrapped error: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet. -- with: Event handling error in RuntimeEventConsumer: BuildArtifactCompleted event error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.995574928, errs.go:68] Created error: Build bar has not been initialized yet.
[DEBUG Mar  7 20:26:19.995599765, errs.go:75] Wrapped error: <nil> -- with: BuildArtifactCompleted event error: Build bar has not been initialized yet.
